year,PAK,ROK,IRN,SWZ,SIC,FRN,TAW,POR,SPN,IRQ,IND,EGY,GFR,GMY,BEL,JPN,ITA,INS,AUL,RUS,PRK,DRV,UKG,AUH,USA,GRC,NTH,CZE,BAV,SWD,CHN,DEN,RVN,YUG,TUR,ETH,POL,CAN,BUL,ROM,MYA
1816,0.0,0.0,0.0,0,27.0,132.0,0.0,22.0,125,0.0,0.0,0.0,0.0,130.0,0.0,0.0,19.0,0.0,0.0,800.0,0.0,0.0,255.0,222.0,17,0.0,26.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0,27.0,131.0,0.0,22.0,126,0.0,0.0,0.0,0.0,130.0,0.0,0.0,39.0,0.0,0.0,700.0,0.0,0.0,190.0,202.0,15,0.0,27.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0,27.0,138.0,0.0,22.0,126,0.0,0.0,0.0,0.0,130.0,0.0,0.0,39.0,0.0,0.0,600.0,0.0,0.0,173.0,182.0,14,0.0,27.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0,35.0,182.0,0.0,22.0,127,0.0,0.0,0.0,0.0,130.0,0.0,0.0,39.0,0.0,0.0,596.0,0.0,0.0,143.0,242.0,13,0.0,27.0,0.0,0.0,54.0,0.0,29.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0,42.0,208.0,0.0,22.0,146,0.0,0.0,0.0,0.0,130.0,0.0,0.0,41.0,0.0,0.0,772.0,0.0,0.0,144.0,258.0,15,0.0,27.0,0.0,0.0,51.75,0.0,28.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0,49.0,198.0,0.0,22.0,165,0.0,0.0,0.0,0.0,130.0,0.0,0.0,43.0,0.0,0.0,949.0,0.0,0.0,139.0,273.0,11,0.0,27.0,0.0,0.0,49.5,0.0,26.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0,55.0,243.0,0.0,25.0,158,0.0,0.0,0.0,0.0,130.0,0.0,0.0,56.0,0.0,0.0,1001.0,0.0,0.0,125.0,273.0,10,0.0,27.0,0.0,0.0,47.25,0.0,28.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0,53.0,256.0,0.0,27.0,114,0.0,0.0,0.0,0.0,130.0,0.0,0.0,19.0,0.0,0.0,684.0,0.0,0.0,125.0,272.0,11,0.0,28.0,0.0,0.0,45.0,0.0,30.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0,33.0,239.0,0.0,32.0,93,0.0,0.0,0.0,0.0,130.0,0.0,0.0,27.0,0.0,0.0,1032.0,0.0,0.0,132.0,273.0,11,0.0,28.0,0.0,0.0,45.0,0.0,41.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0,33.0,237.0,0.0,31.0,93,0.0,0.0,0.0,0.0,130.0,0.0,0.0,27.0,0.0,0.0,860.0,0.0,0.0,132.0,273.0,11,0.0,28.0,0.0,0.0,45.0,0.0,41.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0,33.0,237.0,0.0,32.0,92,0.0,0.0,0.0,0.0,130.0,0.0,0.0,27.0,0.0,0.0,578.0,0.0,0.0,149.0,273.0,12,0.0,28.0,0.0,0.0,45.0,0.0,41.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0,34.0,237.0,0.0,26.0,92,0.0,0.0,0.0,0.0,130.0,0.0,0.0,27.0,0.0,0.0,675.0,0.0,0.0,155.0,273.0,12,0.0,29.0,0.0,0.0,45.0,0.0,41.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0,31.0,247.0,0.0,42.0,91,0.0,0.0,0.0,0.0,130.0,0.0,0.0,31.0,0.0,0.0,624.0,0.0,0.0,155.0,273.0,11,5.0,29.0,0.0,54.0,45.0,0.0,41.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0,33.0,265.0,0.0,42.0,87,0.0,0.0,0.0,0.0,130.0,0.0,0.0,31.0,0.0,0.0,803.0,0.0,0.0,148.0,273.0,12,5.0,29.0,0.0,54.0,43.5,0.0,41.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0,33.0,259.0,0.0,42.0,83,0.0,0.0,0.0,0.0,130.0,62.0,0.0,31.0,0.0,0.0,826.0,0.0,0.0,140.0,273.0,12,5.0,30.0,0.0,54.0,42.0,0.0,41.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0,31.0,373.0,0.0,43.0,130,0.0,0.0,0.0,0.0,131.0,54.0,0.0,31.0,0.0,0.0,851.0,0.0,0.0,150.0,273.0,11,5.0,80.0,0.0,54.0,45.0,0.0,41.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0,33.0,311.0,0.0,54.0,89,0.0,0.0,0.0,0.0,132.0,46.0,0.0,31.0,0.0,0.0,875.0,0.0,0.0,145.0,252.0,12,8.0,38.0,0.0,54.22222222222222,48.5,0.0,41.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0,34.0,299.0,0.0,54.0,60,0.0,0.0,0.0,0.0,134.0,38.0,0.0,31.0,0.0,0.0,900.0,0.0,0.0,144.0,253.0,13,9.0,38.0,0.0,54.44444444444444,52.0,0.0,41.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0,34.0,267.0,0.0,54.0,110,0.0,0.0,0.0,0.0,134.0,30.0,0.0,31.0,0.0,0.0,784.0,0.0,0.0,137.0,271.0,13,11.0,32.0,0.0,54.666666666666664,52.0,0.0,33.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0,35.0,289.0,0.0,54.0,101,0.0,0.0,0.0,0.0,134.0,30.0,0.0,38.0,0.0,0.0,668.0,0.0,0.0,136.0,256.0,14,12.0,32.0,0.0,54.888888888888886,52.0,0.0,41.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0,35.0,294.0,0.0,54.0,95,0.0,0.0,0.0,0.0,134.0,30.0,0.0,38.0,0.0,0.0,1020.0,0.0,0.0,143.0,281.0,17,9.0,32.0,0.0,55.111111111111114,52.0,0.0,41.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0,30.0,307.0,0.0,54.0,89,0.0,0.0,0.0,0.0,134.0,46.0,0.0,38.0,0.0,0.0,574.0,0.0,0.0,143.0,306.0,22,11.0,43.0,0.0,55.333333333333336,52.0,0.0,39.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,0.0,0.0,0.0,0,36.0,304.0,0.0,54.0,84,0.0,0.0,0.0,0.0,165.0,48.0,0.0,38.0,0.0,0.0,570.0,0.0,0.0,155.0,332.0,18,12.0,32.0,0.0,55.55555555555556,52.0,0.0,37.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0,37.0,300.0,0.0,51.0,79,0.0,0.0,0.0,0.0,134.0,50.0,0.0,35.0,0.0,0.0,567.0,0.0,0.0,159.0,357.0,19,12.0,32.0,0.0,55.77777777777778,52.0,0.0,35.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0,38.0,446.0,0.0,31.0,79,0.0,0.0,0.0,0.0,135.0,45.0,0.0,38.0,0.0,0.0,623.0,0.0,0.0,168.0,267.0,22,9.0,22.0,0.0,56.0,52.0,0.0,45.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0,38.0,483.0,0.0,31.0,86,0.0,0.0,0.0,0.0,135.0,41.0,0.0,35.0,0.0,0.0,680.0,0.0,0.0,173.0,331.0,21,8.0,24.0,0.0,56.333333333333336,52.0,0.0,38.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0,39.0,438.0,0.0,31.0,92,0.0,0.0,0.0,0.0,135.0,36.0,0.0,31.0,0.0,0.0,736.0,0.0,0.0,184.0,396.0,23,8.0,26.0,0.0,56.666666666666664,52.0,0.0,31.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0,39.0,397.0,0.0,31.0,100,0.0,0.0,0.0,0.0,135.0,32.0,0.0,28.0,0.0,0.0,793.0,0.0,0.0,158.0,462.0,21,8.0,28.0,0.0,57.0,52.0,0.0,23.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0,40.0,361.0,0.0,32.0,107,0.0,0.0,0.0,0.0,135.0,32.0,0.0,28.0,0.0,0.0,754.0,0.0,0.0,185.0,393.0,21,7.0,30.0,0.0,57.333333333333336,52.0,0.0,24.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0,40.0,357.0,0.0,27.0,113,0.0,0.0,0.0,0.0,135.0,32.0,0.0,28.0,0.0,0.0,706.0,0.0,0.0,178.0,319.0,21,7.0,32.0,0.0,57.666666666666664,52.0,0.0,26.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0,41.0,388.0,0.0,21.0,121,0.0,0.0,0.0,0.0,135.0,32.0,0.0,32.0,0.0,0.0,677.0,0.0,0.0,191.0,318.0,39,6.0,32.0,0.0,58.0,52.0,0.0,27.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0,47.0,394.0,0.0,21.0,121,0.0,0.0,0.0,0.0,134.0,32.0,0.0,36.0,0.0,0.0,803.0,0.0,0.0,193.0,317.0,58,8.0,33.0,0.0,58.0,49.5,0.0,27.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0,49.0,387.0,0.0,28.0,120,0.0,0.0,0.0,0.0,135.0,33.0,0.0,70.0,0.0,0.0,526.0,0.0,0.0,208.0,409.0,60,10.0,32.0,0.0,58.0,47.0,0.0,27.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0,46.0,465.0,0.0,21.0,118,0.0,0.0,0.0,0.0,131.0,34.0,0.0,70.0,0.0,0.0,699.0,0.0,0.0,203.0,408.0,23,9.0,31.0,0.0,58.0,49.0,0.0,41.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0,53.0,439.0,0.0,21.0,117,0.0,0.0,0.0,0.0,131.0,35.0,0.0,41.0,0.0,0.0,871.0,0.0,0.0,201.0,434.0,21,9.0,30.0,0.0,58.0,34.0,0.0,26.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,0.0,0.0,0.0,0,53.0,402.0,0.0,21.0,114,0.0,0.0,0.0,0.0,134.0,36.0,0.0,55.0,0.0,0.0,560.0,0.0,0.0,198.0,461.0,21,9.0,30.0,0.0,58.0,34.0,0.0,26.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,0.0,0.0,0.0,0,43.0,397.0,0.0,21.0,110,0.0,0.0,0.0,0.0,138.0,37.0,0.0,55.0,0.0,0.0,756.0,0.0,0.0,201.0,487.0,21,8.0,29.0,0.0,70.0,49.0,0.0,26.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,0.0,0.0,0.0,0,53.0,424.0,0.0,21.0,105,0.0,0.0,0.0,0.0,139.0,38.0,0.0,51.0,0.0,0.0,761.0,0.0,0.0,213.0,514.0,21,10.0,31.0,0.0,72.0,77.0,0.0,26.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,0.0,0.0,0.0,0,57.0,440.0,0.0,22.0,103,0.0,0.0,0.0,0.0,139.0,39.0,0.0,51.0,0.0,0.0,1100.0,0.0,0.0,234.0,540.0,21,10.0,33.0,0.0,80.0,77.0,0.0,26.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,0.0,0.0,18.0,0,57.0,645.0,0.0,26.0,92,0.0,0.0,24.0,0.0,142.0,40.0,0.0,53.0,0.0,0.0,1550.0,0.0,0.0,329.0,427.0,26,9.0,38.0,0.0,88.0,77.0,0.0,25.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,0.0,0.0,18.0,0,94.0,645.0,0.0,23.0,104,0.0,0.0,24.0,0.0,142.0,40.0,0.0,52.0,0.0,0.0,2000.0,0.0,0.0,382.0,427.0,26,9.0,38.0,0.0,88.0,77.0,0.0,25.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,0.0,0.0,18.0,30,94.0,528.0,0.0,24.0,120,0.0,0.0,15.0,0.0,142.0,40.0,0.0,51.0,0.0,0.0,1019.0,0.0,0.0,272.0,427.0,27,9.0,38.0,0.0,87.0,77.0,0.0,25.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1858,0.0,0.0,18.0,0,94.0,427.0,0.0,22.0,123,0.0,0.0,16.0,0.0,153.0,40.0,0.0,51.0,0.0,0.0,870.0,0.0,0.0,292.0,403.0,29,10.0,38.0,0.0,88.0,76.0,0.0,25.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,0.0,0.0,18.0,0,93.0,465.0,0.0,27.0,124,0.0,0.0,17.0,0.0,153.0,40.0,0.0,53.0,0.0,0.0,850.0,0.0,0.0,315.0,355.0,29,10.0,38.0,0.0,104.0,77.0,0.0,25.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,0.0,0.0,19.0,0,92.0,608.0,0.0,22.0,125,0.0,0.0,18.0,0.0,201.0,40.0,12.0,184.0,0.0,0.0,862.0,0.0,0.0,347.0,306.0,28,10.0,39.0,0.0,104.5,77.0,1000.0,25.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,0.0,0.0,19.0,0,91.0,528.0,0.0,22.0,123,0.0,0.0,19.0,0.0,203.0,40.0,12.0,201.0,0.0,0.0,864.0,0.0,0.0,316.0,254.0,217,8.0,39.0,0.0,105.0,77.0,1000.0,25.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,0.0,0.0,19.0,0,0.0,520.0,0.0,21.0,117,0.0,0.0,20.0,0.0,213.0,40.0,12.0,185.0,0.0,0.0,682.0,0.0,0.0,305.0,255.0,673,8.0,39.0,0.0,104.0,91.0,1000.0,25.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,0.0,0.0,19.0,0,0.0,493.0,0.0,23.0,109,0.0,0.0,21.0,0.0,216.0,40.0,0.0,275.0,0.0,0.0,812.0,0.0,0.0,312.0,278.0,960,12.0,39.0,0.0,103.0,91.0,1000.0,25.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,0.0,0.0,19.0,0,0.0,487.0,0.0,24.0,118,0.0,0.0,18.0,0.0,212.0,40.0,0.0,365.0,0.0,0.0,1135.0,0.0,0.0,290.0,298.0,1032,12.0,39.0,0.0,103.0,117.0,1000.0,32.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,0.0,0.0,19.0,0,0.0,479.0,0.0,24.0,124,0.0,0.0,14.0,0.0,216.0,40.0,0.0,209.0,0.0,0.0,727.0,0.0,0.0,296.0,300.0,1063,13.0,39.0,0.0,103.0,117.0,1000.0,38.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,0.0,0.0,20.0,0,0.0,458.0,0.0,23.0,107,0.0,0.0,15.0,0.0,214.0,40.0,0.0,233.0,0.0,0.0,697.0,0.0,0.0,286.0,275.0,77,13.0,38.0,0.0,73.0,120.0,1000.0,43.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,0.0,0.0,20.0,0,0.0,461.0,0.0,24.0,109,0.0,0.0,17.0,0.0,219.0,40.0,0.0,394.0,0.0,0.0,628.0,0.0,0.0,283.0,268.0,75,15.0,38.0,0.0,74.0,120.0,1000.0,46.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
